"ENTIDAD","DISTRITO","NOMBRE.CANDIDATO","AP.CEN.EFE","AP.CEN.ESP","AP.OT.EFE","AP.OT.ESP","AP.CAN.EFE","AP.CAN.ESP","AP.MIL.ESP","AP.SIM.ESP","AP.MIL.EFE","AP.SIM.EFE","REND.FINC","TRANS.NOFED","OTROS","FIN.PUB.INDEP","TOTAL","PARTY","NO.REPORT"
"MEXICO","38 ","HERNANDEZ ESTRADA ADRIANA",0,0,150000,425520.36,0,0,0,15000,0,0,15.81,0,0,NA,590536.17,NA,NA
"MEXICO","39 ","MERLOS ESCUTIA TOMAS",0,0,150000,425520.36,0,0,0,0,110000,118500,63.95,0,0,NA,804084.31,NA,NA
"MEXICO","40 ","BERNAL GONZALEZ LETICIA",0,0,150000,425520.36,0,0,0,22841.59,0,0,2.33,0,0,NA,598364.28,NA,NA
"PUEBLA","1 ","MARTINEZ CHAVARRIA EDUARDO",0,0,150000,422835.26,30000,0,0,94846.6,0,210000,0,0,159.67,NA,907841.53,NA,NA
"PUEBLA","2 ","SUAREZ RAMIREZ ELVIA",0,0,150000,422835.26,30000,0,0,42109,0,210000,0,0,27.32,NA,854971.58,NA,NA
"PUEBLA","3 ","REYES CARDOSO GABRIEL",0,0,150000,422835.26,30000,0,0,0,0,210000,0,0,45.55,NA,812880.81,NA,NA
"PUEBLA","4 ","CONTRERAS MARCOS EFREN",0,0,150000,422835.26,0,0,0,0,0,0,0,0,8.9,NA,572844.16,NA,NA
"PUEBLA","5 ","TLAULCAAVNERA PEREZ CARLOS",0,0,150000,422835.26,30000,0,0,0,0,210000,0,0,15.28,NA,812850.54,NA,NA
"PUEBLA","6 ","PEREZ CHALINI MARIA DE LA LUZ DEL CARMEN",0,0,150000,422835.26,30000,0,0,0,0,210000,0,0,10,NA,812845.26,NA,NA
"PUEBLA","7 ","CONTRERAS BRETON MARIA CONCEPCION
TERESA GEORGINA",0,0,150000,422835.26,30000,0,0,0,0,210000,0,0,23.81,NA,812859.07,NA,NA
"PUEBLA","8 ","EC ASMESAMRIALLO MIRON JULIAN ISIDRO",0,0,150000,411235.26,30000,0,0,0,0,210000,0,0,16.53,NA,801251.79,NA,NA
"PUEBLA","9 ","LOYOLA GONZALEZ ARTURO",0,0,150000,422835.26,30000,0,0,0,0,210000,0,0,92.56,NA,812927.82,NA,NA
"PUEBLA","10 ","UMLAACUIL CIELO JOSE SILVIANO",0,0,1e+05,422835.26,0,16685,0,19635,0,0,0,0,10.3,NA,559165.56,NA,NA
"PUEBLA","11 ","TORRES FLORES ARIANA MERCED",0,0,150000,422835.26,30000,0,0,0,0,0,0,0,19.98,NA,602855.24,NA,NA
"PUEBLA","12 ","CEREZO GONZALEZ MARIA ELBA",0,0,150000,422835.26,30000,0,0,0,0,210000,0,0,46.33,NA,812881.59,NA,NA
"PUEBLA","13 ","MANI RODRIGUEZ EVELIA",0,0,150000,422835.26,0,0,0,0,0,1000,0,0,13.85,NA,573849.11,NA,NA
"PUEBLA","14 ","MOARDOESRO LEZAMA MANUEL",0,0,150000,422835.26,30000,0,0,0,0,210000,0,0,37.75,NA,812873.01,NA,NA
"PUEBLA","15 ","AGUILAR SANCHEZ JACOBO",0,0,150000,422835.26,30000,0,0,0,0,310000,0,0,20.79,NA,912856.05,NA,NA
"PUEBLA","16 ","TEQUEXTLE PAQUE ANA EDITH",0,0,150000,422835.26,0,0,0,-26650,0,0,0,0,86.72,NA,546271.98,NA,NA
"QUERETARO","1 ","NRTEESSENDIZ FEREGRINO JOSE MARIO",0,0,150000,462378.76,0,0,0,0,0,0,4.63,0,0,NA,612383.39,NA,NA
"QUERETARO","2 ","VEGA TAPIA MARIA DEYANIRA",0,0,150000,462378.76,0,0,0,0,0,0,18.01,0,0,NA,612396.77,NA,NA
"QUERETARO","3 ","RUIZ OLAES MAURICIO ALBERTO",0,0,150000,462378.76,0,0,0,0,0,0,6.66,0,0,NA,612385.42,NA,NA
"QUERETARO","4 ","GONZALEZ LOYOLA PEREZ MARIA DEL CARMEN
CONSOLACION",0,0,150000,473978.76,0,0,0,0,0,0,10.46,0,0,NA,623989.22,NA,NA
"QUINTANA ROO","1 ","FLORES ALARCON SERGIO",1e+05,0,50000,426361.51,0,0,9886.45,0,99950,50,54.56,0,15.77,NA,686318.29,NA,NA
"QUINTANA ROO","2 ","FLOTA CASTILLO JOSE DOMINGO",1e+05,0,50000,426361.51,30000,0,0,19800,58500,10500,39.71,0,0,NA,695201.22,NA,NA
"QUINTANA ROO","3 ","MORA VALLEJO IRIS MORA IRIS ADRIANA",0,0,1e+05,426361.51,0,0,0,12000,0,48000,9.75,0,0,NA,586371.26,NA,NA
"SINALOA","1 ","ANGULO LOPEZ JOZABED",0,0,150000,423180.51,0,0,0,0,0,0,12.44,0,0,NA,573192.95,NA,NA
"SINALOA","2 ","ROMANILLO MARTINEZ MARIA DEL CARMEN",0,0,150000,423180.51,0,0,0,59048.26,0,0,4.32,0,0,NA,632233.09,NA,NA
"SINALOA","3 ","DFEOLIX LEAL MARIELA",0,0,150000,423180.51,0,0,0,96445.34,0,0,3.85,0,0,NA,669629.7,NA,NA
"SINALOA","4 ","COVARRUBIAS HERNANDEZ ENRIQUE ALONSO",0,0,150000,423180.51,0,0,0,0,0,0,7.07,0,0,NA,573187.58,NA,NA
"SINALOA","5 ","ARREDONDO RIVERA CARLOS ERNESTO",0,0,150000,423180.51,0,0,0,0,0,0,2.24,0,0,NA,573182.75,NA,NA
"SINALOA","6 ","MANJARREZ BASTIDAS GUADALUPE",0,0,150000,411580.51,0,0,0,0,0,0,11.94,0,0,NA,561592.45,NA,NA
"SINALOA","7 ","MONRREAL BERRELLEZA MA. ROSARIO",0,0,150000,423180.51,0,0,0,0,0,0,7.38,0,6,NA,573193.89,NA,NA
"SINALOA","8 ","GARCIA CONTRERAS ANGEL",0,0,150000,423180.51,0,0,0,0,0,0,7.1,0,0,NA,573187.61,NA,NA
"SONORA","1 ","RAODMOAN VILLA IRENE IVONNE",0,0,150000,435256.65,0,0,0,0,0,0,10.68,0,0,NA,585267.33,NA,NA
"SONORA","2 ","PERALTA QUIJANO MARIA TERESA",0,0,1e+05,435256.65,0,0,0,0,0,0,10.12,0,50000,NA,585266.77,NA,NA
"SONORA","3 ","MOLINA HERNANDEZ GUADALUPE ALICIA",0,0,150000,435256.65,0,0,0,0,0,0,27.25,0,0,NA,585283.9,NA,NA
"SONORA","4 ","MARTINEZ TOVAR MELITON",0,0,150000,435256.65,0,0,0,0,0,0,18.09,0,0,NA,585274.74,NA,NA
"SONORA","5 ","URIAS DE LA VEGA LUIS ANTONIO",0,0,150000,435256.65,0,0,0,18790,0,0,3.79,0,0,NA,604050.44,NA,NA
"SONORA","6 ","RUIZ BALAGUER ROSA LINDA",0,0,1e+05,435256.65,0,0,0,0,0,0,0,0,0,NA,535256.65,NA,NA
"SONORA","7 ","MORALES CARBAJAL ALONSO",0,0,150000,435256.65,0,0,0,18447,0,0,23.89,0,0,NA,603727.54,NA,NA
"TAMAULIPAS","1 ","CABEZA RESENDEZ CARLOS EPITACIO
ZACARIAS",1e+05,0,50000,430735.39,0,0,0,29400,0,0,15.49,0,0,NA,610150.88,NA,NA
"TAMAULIPAS","2 ","AGUILLON DE LEON CRISTELA",1e+05,0,50000,430735.39,0,0,0,0,0,0,20.81,0,0,NA,580756.2,NA,NA
"TAMAULIPAS","3 ","LOPEZ VERA NELLY",1e+05,0,50000,430735.39,0,0,0,0,0,0,28.23,0,0,NA,580763.62,NA,NA
"TAMAULIPAS","4 ","IGLESIAS ELIZONDO FERNANDO ANTONIO",1e+05,0,50000,430735.39,0,0,0,16800,0,0,4.11,0,0,NA,597539.5,NA,NA
"TAMAULIPAS","5 ","ARANDA LOPEZ JOSEFINA",1e+05,0,50000,430735.39,0,0,0,0,0,0,24.92,0,0,NA,580760.31,NA,NA
"TAMAULIPAS","7 ","ORTEGA MALDONADO CUITLAHUAC",1e+05,0,50000,430735.39,0,0,0,0,189000,0,13.53,0,25.07,NA,769773.99,NA,NA
"TAMAULIPAS","8 ","GONZALEZ MARTINEZ SALVADOR",1e+05,0,50000,430735.39,0,0,0,0,14000,0,20.73,0,0,NA,594756.12,NA,NA
"TLAXCALA","1 ","RAMIREZ ORTIZ ERNESTINA",1e+05,0,50000,427982.18,0,0,0,0,0,0,20.66,0,29.66,NA,578032.5,NA,NA
"TLAXCALA","2 ","SESIN MALDONADO SANTIAGO",1e+05,0,50000,427982.18,0,0,16000,61157.6,0,0,21.46,0,0,NA,655161.24,NA,NA
"TLAXCALA","3 ","OREA ALBARRAN TOMAS FEDERICO",1e+05,0,50000,427982.18,0,5000,46226,0,0,0,23.1,0,0,NA,629231.28,NA,NA
"VERACRUZ","1 ","ARENAS OCHOA ALMA BELEN",0,0,150000,422499.65,0,0,0,0,0,0,25.12,0,0,NA,572524.77,NA,NA
"VERACRUZ","2 ","MARTINEZ MARTINEZ MANUEL FRANCISCO",0,0,150000,422499.65,0,0,0,0,115000,54000,57.91,0,0,NA,741557.56,NA,NA
"VERACRUZ","3 ","SERVIN ARELLANES MONIKA",0,0,150000,422499.65,0,0,0,0,0,0,7.92,0,0,NA,572507.57,NA,NA
"VERACRUZ","4 ","SALDAÑA MORAN JULIO",0,0,150000,422499.65,0,0,0,0,174400,175600,45.92,0,0,NA,922545.57,NA,NA
"VERACRUZ","5 ","LAGMOADOR RODRIGUEZ LEONARDO",0,0,150000,422499.65,0,0,0,4539.36,0,0,7.31,0,0,NA,577046.32,NA,NA
"VERACRUZ","6 ","ROMERO COPCA ERIKA LISSBET",0,0,150000,422499.65,0,0,0,0,0,0,12.57,0,0,NA,572512.22,NA,NA
"VERACRUZ","7 ","LRARGEUNES MARIN HECTOR JAVIER",0,0,150000,422499.65,34000,0,0,0,90000,0,28.82,0,0,NA,696528.47,NA,NA
"VERACRUZ","9 ","ALCANTARA MORA ARANZAZU",0,0,150000,608887.41,0,0,0,0,0,0,17.43,0,0,NA,758904.84,NA,NA
"VERACRUZ","11 ","DE LA GUARDIA CUETO RODOLFO",0,0,150000,410899.65,0,0,0,0,0,0,11.8,0,0,NA,560911.45,NA,NA
"VERACRUZ","12 ","CRUZ HERRERA MARIO",0,0,150000,422499.65,0,0,0,0,0,0,13.22,0,0,NA,572512.87,NA,NA
"VERACRUZ","13 ","GUTIERREZ SARMIENTO MARIA DEL ROCIO",0,0,150000,422499.65,0,0,0,0,0,0,4.38,0,0,NA,572504.03,NA,NA
"VERACRUZ","14 ","MORALES AGUIRRE JUANA ISABEL",0,0,150000,422499.65,0,0,0,0,0,0,4.35,0,0,NA,572504,NA,NA
"VERACRUZ","15 ","TIRADO MACIEL MARIA EUGENIA",0,0,150000,422499.65,0,0,0,0,0,0,6.55,0,0,NA,572506.2,NA,NA
"VERACRUZ","16 ","FIGUEROA JUAREZ MARTHA PATRICIA",0,0,150000,422499.65,0,0,0,0,0,0,14.82,0,0,NA,572514.47,NA,NA
"VERACRUZ","17 ","JUAREZ CERRILLO MARGARITA",0,0,150000,422499.65,0,0,0,0,0,0,2.47,0,0,NA,572502.12,NA,NA
"VERACRUZ","18 ","PEREZ PASCUALA JAVIER",1e+05,0,150000,422499.65,0,0,0,0,0,0,26,0,0,NA,672525.65,NA,NA
"VERACRUZ","19 ","VLAZQUEZ COPETE JULIO CESAR",0,0,150000,422499.65,0,0,0,0,0,0,35.89,0,0,NA,572535.54,NA,NA
"VERACRUZ","20 ","GONZALEZ LOPEZ MA. ISABEL",0,0,150000,422499.65,0,0,0,0,0,0,4.89,0,0,NA,572504.54,NA,NA
"VERACRUZ","21 ","GARCIA PALACIOS MR. RODEO VICTOR",0,0,150000,422499.65,0,0,0,0,0,0,8.26,0,0,NA,572507.91,NA,NA
"YUCATAN","1 ","PERALES ESCALONA SUSANA DEL ROBLE",0,0,150000,449390.91,0,0,0,37400,0,0,10.37,0,0,NA,636801.28,NA,NA
"YUCATAN","2 ","BORGES PASOS MIRNA MERCEDES",0,0,150000,449390.91,0,0,0,0,0,0,8.28,0,0,NA,599399.19,NA,NA
"YUCATAN","3 ","SOLIS REYES MARIA TERESA",50000,0,1e+05,449390.91,0,0,0,0,0,0,3.66,0,0,NA,599394.57,NA,NA
"YUCATAN","4 ","EUAN LOPEZ XARBEY ANEFAR",0,0,150000,449390.91,0,0,0,0,0,0,9.57,0,0,NA,599400.48,NA,NA
"YUCATAN","5 ","CASTILLO NOVELO SARA GUADALUPE",0,0,150000,449390.91,0,0,0,0,0,0,0,0,0,NA,599390.91,NA,NA
"ZACATECAS","3 ","NARRO CESPEDES JOSE",0,0,150000,424527.76,0,0,0,0,0,0,0,0,2.9,NA,574530.66,NA,NA
"ZACATECAS","4 ","ZAMORA SALAS GILBERTO",0,0,150000,424527.76,0,0,0,0,0,0,0,0,2.18,NA,574529.94,NA,NA
"AGUASCALIENTES","1","MARTE EDUARDO ROBLES SANDOVAL",NA,248608.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,325812.84,"PVEM",NA
"AGUASCALIENTES","2","BRENDA JAZMIN MARTINEZ LOPEZ",NA,412285.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"AGUASCALIENTES","3","BRYAN MAURICIO ALAFITA SAENZ",NA,377831.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PVEM",NA
"DISTRITO FEDERAL","4","OSCAR JIMENEZ RUBIO",NA,987487.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"DISTRITO FEDERAL","11","MARIA ANTONIA QUINTANA PACIFICO",NA,974553.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"DISTRITO FEDERAL","14","MARIA DEL ROSARIO JAIMES CUAJICALCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"DISTRITO FEDERAL","15","CLEMENTINA MONTES DE OCA OSORIO",NA,897021.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"DISTRITO FEDERAL","16","ABRAHAM GANDHI MOHAMED BAEZ",NA,999119.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"DISTRITO FEDERAL","18","MARIA GUADALUPE MORENO REBOLLO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"DISTRITO FEDERAL","19","ERIC RICARDO  HERNANDEZ HERNANDEZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"DISTRITO FEDERAL","22","CINTHIA VALERIA GARCIA ROMERO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"DISTRITO FEDERAL","23","RAMON LLANOS RUELAS",NA,951385.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"DISTRITO FEDERAL","24","LAURA HORTENSIA CASTILLO VALLEJO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"DISTRITO FEDERAL","25","IVONNE CADENA LEYTE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"MORELOS","1","FRANCISCO ROBERTO BERNOT KRAUSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"MORELOS","2","RICARDO  DORANTES SAN MARTIN",NA,708077.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"MORELOS","3","ALBERTO VALTIERRA SOLARES",NA,553873.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"MORELOS","4","FIDELA GARCIA GONZALEZ",NA,336445.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"MORELOS","5","ELVIA AMERICA REYES OCAMPO",NA,221187.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"NAYARIT","1","MARTIN HERIBERTO VAZQUEZ IZAR",NA,381963.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"NAYARIT","2","EVA FRANCISCA IBARRA HERMOSILLO",NA,618190.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"NAYARIT","3","ALVARO PEÑA AVALOS",NA,336907.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"OAXACA","1","MARIA LARIOS CANO",NA,518396.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"OAXACA","2","ENMI ADALI JUAREZ FRANCISCO",NA,195844.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"OAXACA","3","YARET ADRIANA GUEVARA JIMENEZ",NA,274720.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"OAXACA","4","ANGEL MENDOZA BAZAN",NA,167254.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"OAXACA","5","YESENIA GARCIA REYES",NA,317854.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"OAXACA","6","ISABEL SANTIAGO RODRIGUEZ",NA,165031.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"OAXACA","7","JERONIMO RAMIREZ LUIS",NA,263810.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"OAXACA","8","MIGUEL ANGEL MORALES AMAYA",NA,771884.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"OAXACA","9","MARIA CRISTINA DELGADO DIAZ",NA,395403.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"OAXACA","10","BIVALDO NESTOR RAMOS CRUZ",NA,161411.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"OAXACA","11","MANUEL CELEDONIO DE JESUS IGLESIAS ARREOLA",NA,228111.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"TABASCO","1","JOAQUIN RODRIGUEZ PEREZ",NA,202893.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"TABASCO","2","FIDEL VILLARREAL PEREZ",NA,365750.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"TABASCO","3","LILIANA PATRICIA TAMAYO BARBOSA",NA,236567.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"TABASCO","4","ESTHER ALICIA DAGDUG LUTZOW",NA,687433.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"TABASCO","5","VERONICA PEREZ ROJAS",NA,205264.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"TABASCO","6","NELLY DEL CARMEN SANCHEZ CANO",NA,533839.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"TAMAULIPAS","1","GUSTAVO ERNESTO PANTOJA VILLARREAL",NA,814157.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"TAMAULIPAS","2","MARIA TERESA CORRAL GARZA",NA,476893.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"TAMAULIPAS","3","PEDRO CASTORENA GONZALEZ",NA,541182.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"TAMAULIPAS","4","HUMBERTO RANGEL VALLEJO",NA,760773.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"TAMAULIPAS","5","GENNY SOLIS MARTINEZ",NA,730198.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"TAMAULIPAS","6","OSVALDO RUBIO HERNANDEZ",NA,207084.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"TAMAULIPAS","7","MELVA EGLEYDE SOLIS GUTIERREZ",NA,476328.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"TAMAULIPAS","8","DANIEL MORALES GONZALEZ",NA,707259.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"TLAXCALA","1","MARIO ENRIQUE AGUILAR CALDELAS",NA,250941.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"TLAXCALA","2","FIDEL AGUILA RODRIGUEZ",7018,292539.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"TLAXCALA","3","LILIANA GRISEL APANECATL RAMIREZ",NA,260615.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,77203.98,NA,NA,NA,"PVEM",NA
"AGUASCALIENTES","1","ARANDA BECERRA MARTIN ALFREDO",0,0,64872,270675.46,0,36195,0,0,0,0,0,0,0,0,371742.46,"MC",NA
"AGUASCALIENTES","2","RAMIREZ LOPEZ EMMA GABRIELA",0,0,64872,287817.51,0,12202,0,0,0,0,0,0,0,0,364891.51,"MC",NA
"AGUASCALIENTES","3","ROMO ESPARZA VICTORIA EUGENIA",0,0,64872,278330.6,0,41295,0,0,0,0,0,0,0,0,384497.6,"MC",NA
"BAJA CALIFORNIA","1","MARTINEZ ZAMBRANO BALTAZAR",0,0,64872,321524.04,0,2350,0,0,0,0,0,17400,0,0,406146.04,"MC",NA
"BAJA CALIFORNIA","2","ALEMAN GUERRERO NADIA GRISSEL",0,0,64872,325178.04,0,8520,0,0,0,0,0,17400,0,0,415970.04,"MC",NA
"BAJA CALIFORNIA","3","ALFARO GARCIA MIGUEL",0,0,64872,318118.77,0,380,0,0,0,0,0,0,0,0,383370.77,"MC",NA
"BAJA CALIFORNIA","4","GARCIA SOBERANES CYNTHIA GISSEL",0,0,64872,322453.05,0,13180,0,0,0,0,0,0,0,0,400505.05,"MC",NA
"BAJA CALIFORNIA","5","BARRAGAN MARQUEZ JUAN CARLOS",0,0,64873,321699.63,0,0,0,0,0,0,0,0,0,0,386572.63,"MC",NA
"BAJA CALIFORNIA","6","ALMEIDA QUIÑONES ALMA DELIA",0,0,64872.05,314622.04,0,230,0,0,0,0,0,0,0,0,379724.09,"MC",NA
"BAJA CALIFORNIA","7","VACA CHACON TRINY VACA MARIA TRINIDAD",0,0,60001,324643.49,0,0,0,1620,0,0,0,0,0,0,386264.49,"MC",NA
"BAJA CALIFORNIA","8","AVIÑA SANCHEZ JOAQUIN",0,0,64872,318275.21,0,0,0,0,0,0,0,0,0,0,383147.21,"MC",NA
"BAJA CALIFORNIA SUR","1","GARCIA VELA CLARA MARIA",0,0,44872,216128.79,0,0,0,0,0,0,0,0,0,0,261000.79,"MC",NA
"BAJA CALIFORNIA SUR","2","VALDEZ CESEÑA ADRIANA PATRICIA",0,0,44872,216520.89,0,0,0,0,0,0,0,0,0,0,261392.89,"MC",NA
"CAMPECHE","1","TUN SANCHEZ CLAIRE LARISA",0,26680,44872,246070.37,0,200,0,0,0,0,0,0,0,0,317822.37,"MC",NA
"CAMPECHE","2","ARROCHA MORALES FERNANDO ENRIQUE",0,26680,44872,246201.45,0,0,0,0,0,0,0,0,0,0,317753.45,"MC",NA
"CHIAPAS","1","TORREZ CRUZ JUAN",0,0,44872,234894.9,0,1150,0,0,0,0,0,0,0,0,280916.9,"MC",NA
"CHIAPAS","10","RAMIREZ MACIAS HUBEL",0,0,64872,238120.69,0,39970,0,0,0,0,0,0,0,0,342962.69,"MC",NA
"CHIAPAS","11","GONZALEZ SANCHEZ ANTONIO",0,0,44872,240169.1,0,0,0,0,0,0,0,0,0,0,285041.1,"MC",NA
"CHIAPAS","12","CERDIO ESPAÑA ALFREDO",0,0,44872,277632.77,0,20170,0,0,0,0,0,0,0,0,342674.77,"MC",NA
"CHIAPAS","2","MENDEZ MONDRAGON MARIA DEL CARMEN",0,0,64872,237885.26,0,14220,0,0,0,0,0,0,0,0,316977.26,"MC",NA
"CHIAPAS","3","MENDEZ GOMEZ PEDRO",0,0,64872,238392.76,0,13770,0,0,0,0,0,0,0,0,317034.76,"MC",NA
"CHIAPAS","4","NANGULLASMU AVENDAÑO LUIS ARMANDO",0,0,44872,251635.29,0,14070,0,0,0,0,0,0,0,0,310577.29,"MC",NA
"CHIAPAS","5","DIAZ LOPEZ MARIA",0,0,64972,240737.95,0,13620,0,0,0,0,0,0,0,0,319329.95,"MC",NA
"CHIAPAS","6","GALLEGOS GORDILLO MARIA GUADALUPE",0,0,64872,259487.3,0,13770,0,600,0,0,0,0,0,0,338729.3,"MC",NA
"CHIAPAS","7","ORTIZ SANCHEZ ELIZABETH",0,0,44872,238391.95,0,0,0,0,0,0,0,0,0,0,283263.95,"MC",NA
"CHIAPAS","8","LOPEZ GOMEZ JOSE DEL MAR",0,0,24872,212126.64,0,13620,0,0,0,0,0,0,0,0,250618.64,"MC",NA
"CHIAPAS","8","LOPEZ GOMEZ JOSE DELMAR",0,0,40000,26175.31,0,0,0,0,0,0,0,0,0,0,66175.31,"MC",NA
"CHIAPAS","9","CASTORENA MARTINEZ JORGE ANTONIO",0,0,44872,245620.69,0,7400,0,0,0,0,0,0,0,0,297892.69,"MC",NA
"CHIHUAHUA","1","MUÑIZ URQUIDI BERTHA ALICIA",0,0,64872,298180.55,5800,8000,0,0,0,0,0,33963.82,0,0,410816.37,"MC",NA
"CHIHUAHUA","2","GRAJEDA CASAS JULIO ILDEFONSO",0,0,44872,298180.54,0,0,0,0,0,0,0,7232.67,0,0,350285.21,"MC",NA
"CHIHUAHUA","3","RAMOS NEGRETE JORGE JAVIER",40000,0,4872,313716.18,57500,200,0,0,0,0,0,7232.67,0,0,423520.85,"MC",NA
"CHIHUAHUA","4","MEJIA CRUZ MARIA ESTHER",0,0,41462.6,309254.17,0,400,0,0,0,0,0,37585.51,0,0,388702.28,"MC",NA
"CHIHUAHUA","5","ARZATE ORTEGA CLAUDIA CORINA",40000,0,6033,298049.39,0,1200,0,0,0,0,0,21431.63,0,0,366714.02,"MC",NA
"CHIHUAHUA","6","FALOMIR SAENZ ALAN JESUS",0,0,64873,294386.18,121400,0,0,0,0,0,0,248010.68,0,0,728669.86,"MC",NA
"CHIHUAHUA","7","CASTRELLON CASTRELLON ARMANDO",40000,0,4872,290360.34,0,0,0,0,0,0,0,20289.3,0,0,355521.64,"MC",NA
"CHIHUAHUA","8","HULTSCH MARTINEZ LUISA FERNANDA",0,0,86188.44,210399.06,5350,0,0,0,0,0,0,31621.42,0,0,333558.92,"MC",NA
"CHIHUAHUA","9","ALVAREZ GONZALEZ FLOR ESTELA",0,0,64873,271032.77,0,0,0,0,0,0,0,12951.71,0,0,348857.48,"MC",NA
